{'STAT2HEADER': 'STAT2HEADER', 'STAT2HEADER_ENVIRON': "environ({'AS': 'x86_64-apple-darwin13.4.0-as', 'GREP_COLOR': '1;32', 'LDFLAGS': '-Wl,-pie -Wl,-headerpad_max_install_names -Wl,-dead_strip_dylibs -Wl,-rpath,/Users/tsanyal/miniconda3/envs/scienv/lib -L/Users/tsanyal/miniconda3/envs/scienv/lib', 'AR': 'x86_64-apple-darwin13.4.0-ar', 'ac_cv_func_malloc_0_nonnull': 'yes', 'LESS_TERMCAP_mb': '\\x1b[01;31m', 'TERM_PROGRAM': 'iTerm.app', 'ac_cv_func_realloc_0_nonnull': 'yes', 'LESS_TERMCAP_md': '\\x1b[01;31m', 'LESS_TERMCAP_me': '\\x1b[0m', 'OBJC': 'x86_64-apple-darwin13.4.0-clang', 'HOST': 'x86_64-apple-darwin13.4.0', 'SHELL': '/bin/bash', 'TERM': 'xterm-256color', 'NM': 'x86_64-apple-darwin13.4.0-nm', 'CLICOLOR': '1', 'CPPFLAGS': '-D_FORTIFY_SOURCE=2 -isystem /Users/tsanyal/miniconda3/envs/scienv/include', 'TMPDIR': '/var/folders/c4/vzfbrhqn2315129bkw0p37pm0000gp/T/', 'PAGESTUFF': 'x86_64-apple-darwin13.4.0-pagestuff', 'CONDA_SHLVL': '2', 'LIPO': 'x86_64-apple-darwin13.4.0-lipo', 'CONDA_PROMPT_MODIFIER': '(scienv) ', 'TERM_PROGRAM_VERSION': '3.4.8', 'GSETTINGS_SCHEMA_DIR_CONDA_BACKUP': '', 'SIZE': 'x86_64-apple-darwin13.4.0-size', 'NMEDIT': 'x86_64-apple-darwin13.4.0-nmedit', 'SDKROOT': '/Library/Developer/CommandLineTools/SDKs/MacOSX12.1.sdk', 'OLDPWD': '/Users/tsanyal/Documents/conference_presentations/MASFE_2023/pics', 'LESS_TERMCAP_ue': '\\x1b[0m', 'TERM_SESSION_ID': 'w0t0p0:A714BD67-F179-4F3D-BBC5-91BFE5631473', 'INSTALL_NAME_TOOL': 'x86_64-apple-darwin13.4.0-install_name_tool', 'SEGEDIT': 'x86_64-apple-darwin13.4.0-segedit', 'GFORTRAN': '/Users/tsanyal/miniconda3/envs/scienv/bin/x86_64-apple-darwin13.4.0-gfortran', 'SEG_HACK': 'x86_64-apple-darwin13.4.0-seg_hack', 'USER': 'tsanyal', 'LIBTOOL': 'x86_64-apple-darwin13.4.0-libtool', 'COMMAND_MODE': 'unix2003', 'CONDA_TOOLCHAIN_BUILD': 'x86_64-apple-darwin13.4.0', 'FC_FOR_BUILD': '/Users/tsanyal/miniconda3/envs/scienv/bin/x86_64-apple-darwin13.4.0-gfortran', 'CONDA_EXE': '/Users/tsanyal/miniconda3/bin/conda', 'OTOOL': 'x86_64-apple-darwin13.4.0-otool', 'SSH_AUTH_SOCK': '/private/tmp/com.apple.launchd.84W9591YSX/Listeners', 'DEBUG_FORTRANFLAGS': '-march=core2 -mtune=haswell -ftree-vectorize -fPIC -fstack-protector -O2 -pipe -isystem /Users/tsanyal/miniconda3/envs/scienv/include -march=core2 -mtune=haswell -ftree-vectorize -fPIC -fstack-protector -O2 -pipe -Og -g -Wall -Wextra -fcheck=all -fbacktrace -fimplicit-none -fvar-tracking-assignments', '__CF_USER_TEXT_ENCODING': '0x1F6:0x0:0x0', 'BASH_SILENCE_DEPRECATION_WARNING': '1', 'STRINGS': 'x86_64-apple-darwin13.4.0-strings', 'CONDA_TOOLCHAIN_HOST': 'x86_64-apple-darwin13.4.0', '_CE_CONDA': '', 'LSCOLORS': 'ExFxCxDxBxegedabagacad', 'LESS_TERMCAP_us': '\\x1b[01;32m', 'CHECKSYMS': 'x86_64-apple-darwin13.4.0-checksyms', 'CONDA_PREFIX_1': '/Users/tsanyal/miniconda3', 'PATH': '/Users/tsanyal/miniconda3/envs/scienv/bin:/Users/tsanyal/miniconda3/condabin:/usr/local/bin:/usr/bin:/bin:/usr/sbin:/sbin:/Users/tsanyal/mysoftware/stride:/Users/tsanyal/mysoftware', 'GSETTINGS_SCHEMA_DIR': '/Users/tsanyal/miniconda3/envs/scienv/share/glib-2.0/schemas', 'MESON_ARGS': '--buildtype release', 'LaunchInstanceID': '19BEAB72-6746-4C37-9405-F888D1A6D6FD', 'BUILD': 'x86_64-apple-darwin13.4.0', 'LD': 'x86_64-apple-darwin13.4.0-ld', 'CONDA_PREFIX': '/Users/tsanyal/miniconda3/envs/scienv', '__CFBundleIdentifier': 'com.googlecode.iterm2', 'F90': '/Users/tsanyal/miniconda3/envs/scienv/bin/x86_64-apple-darwin13.4.0-gfortran', 'PWD': '/Users/tsanyal/Documents/conference_presentations/MASFE_2023', 'STRIP': 'x86_64-apple-darwin13.4.0-strip', 'CMAKE_ARGS': '-DCMAKE_AR=/Users/tsanyal/miniconda3/envs/scienv/bin/x86_64-apple-darwin13.4.0-ar -DCMAKE_CXX_COMPILER_AR=/Users/tsanyal/miniconda3/envs/scienv/bin/x86_64-apple-darwin13.4.0-ar -DCMAKE_C_COMPILER_AR=/Users/tsanyal/miniconda3/envs/scienv/bin/x86_64-apple-darwin13.4.0-ar -DCMAKE_RANLIB=/Users/tsanyal/miniconda3/envs/scienv/bin/x86_64-apple-darwin13.4.0-ranlib -DCMAKE_CXX_COMPILER_RANLIB=/Users/tsanyal/miniconda3/envs/scienv/bin/x86_64-apple-darwin13.4.0-ranlib -DCMAKE_C_COMPILER_RANLIB=/Users/tsanyal/miniconda3/envs/scienv/bin/x86_64-apple-darwin13.4.0-ranlib -DCMAKE_LINKER=/Users/tsanyal/miniconda3/envs/scienv/bin/x86_64-apple-darwin13.4.0-ld -DCMAKE_STRIP=/Users/tsanyal/miniconda3/envs/scienv/bin/x86_64-apple-darwin13.4.0-strip -DCMAKE_INSTALL_NAME_TOOL=/Users/tsanyal/miniconda3/envs/scienv/bin/x86_64-apple-darwin13.4.0-install_name_tool -DCMAKE_LIBTOOL=/Users/tsanyal/miniconda3/envs/scienv/bin/x86_64-apple-darwin13.4.0-libtool -DCMAKE_OSX_DEPLOYMENT_TARGET= -DCMAKE_BUILD_TYPE=Release -DCMAKE_OSX_SYSROOT=/Library/Developer/CommandLineTools/SDKs/MacOSX12.1.sdk', 'F95': '/Users/tsanyal/miniconda3/envs/scienv/bin/x86_64-apple-darwin13.4.0-gfortran', 'LANG': 'en_US.UTF-8', 'ITERM_PROFILE': 'Default', 'DEBUG_FFLAGS': '-march=core2 -mtune=haswell -ftree-vectorize -fPIC -fstack-protector -O2 -pipe -isystem /Users/tsanyal/miniconda3/envs/scienv/include -march=core2 -mtune=haswell -ftree-vectorize -fPIC -fstack-protector -O2 -pipe -Og -g -Wall -Wextra -fcheck=all -fbacktrace -fimplicit-none -fvar-tracking-assignments', 'XPC_FLAGS': '0x0', 'F77': '/Users/tsanyal/miniconda3/envs/scienv/bin/x86_64-apple-darwin13.4.0-gfortran', 'PS1': '(scienv) \\\\[\\\\e[36;1m\\\\]\\\\@ \\\\[\\\\e[33;1m\\\\]\\\\h\\\\[\\\\e[32;1m\\\\]\\\\w> \\\\[\\\\e[0m\\\\]', 'REDO_PREBINDING': 'x86_64-apple-darwin13.4.0-redo_prebinding', 'CC_FOR_BUILD': '/Users/tsanyal/miniconda3/envs/scienv/bin/x86_64-apple-darwin13.4.0-clang', 'CLANG': 'x86_64-apple-darwin13.4.0-clang', '_CE_M': '', 'XPC_SERVICE_NAME': '0', 'COLORFGBG': '7;0', 'HOME': '/Users/tsanyal', 'SHLVL': '2', 'FORTRANFLAGS': '-march=core2 -mtune=haswell -ftree-vectorize -fPIC -fstack-protector -O2 -pipe -isystem /Users/tsanyal/miniconda3/envs/scienv/include', 'GREP_OPTIONS': '--color=auto', 'LC_TERMINAL_VERSION': '3.4.8', 'CFLAGS': '-march=core2 -mtune=haswell -mssse3 -ftree-vectorize -fPIC -fPIE -fstack-protector-strong -O2 -pipe -isystem /Users/tsanyal/miniconda3/envs/scienv/include', '_CONDA_PYTHON_SYSCONFIGDATA_NAME': '_sysconfigdata_x86_64_apple_darwin13_4_0', 'FC': '/Users/tsanyal/miniconda3/envs/scienv/bin/x86_64-apple-darwin13.4.0-gfortran', 'ITERM_SESSION_ID': 'w0t0p0:A714BD67-F179-4F3D-BBC5-91BFE5631473', 'CONDA_PYTHON_EXE': '/Users/tsanyal/miniconda3/bin/python', 'LOGNAME': 'tsanyal', 'build_alias': 'x86_64-apple-darwin13.4.0', 'LESS_TERMCAP_so': '\\x1b[01;44;33m', 'CONDA_DEFAULT_ENV': 'scienv', 'DEBUG_CFLAGS': '-march=core2 -mtune=haswell -mssse3 -ftree-vectorize -fPIC -fPIE -fstack-protector-strong -O2 -pipe -Og -g -Wall -Wextra -isystem /Users/tsanyal/miniconda3/envs/scienv/include', 'RANLIB': 'x86_64-apple-darwin13.4.0-ranlib', 'CMAKE_PREFIX_PATH': ':/Users/tsanyal/miniconda3/envs/scienv', 'CC': 'x86_64-apple-darwin13.4.0-clang', 'SEG_ADDR_TABLE': 'x86_64-apple-darwin13.4.0-seg_addr_table', 'LC_TERMINAL': 'iTerm2', 'host_alias': 'x86_64-apple-darwin13.4.0', 'LDFLAGS_LD': '-pie -headerpad_max_install_names -dead_strip_dylibs -rpath /Users/tsanyal/miniconda3/envs/scienv/lib -L/Users/tsanyal/miniconda3/envs/scienv/lib', 'SECURITYSESSIONID': '186a8', 'HISTTIMEFORMAT': '%F %T ', 'OBJC_FOR_BUILD': '/Users/tsanyal/miniconda3/envs/scienv/bin/x86_64-apple-darwin13.4.0-clang', 'FFLAGS': '-march=core2 -mtune=haswell -ftree-vectorize -fPIC -fstack-protector -O2 -pipe -isystem /Users/tsanyal/miniconda3/envs/scienv/include', 'LESS_TERMCAP_se': '\\x1b[0m', 'COLORTERM': 'truecolor', '_': '/Users/tsanyal/miniconda3/envs/scienv/bin/python', 'KMP_DUPLICATE_LIB_OK': 'True', 'KMP_INIT_AT_FORK': 'FALSE'})", 'STAT2HEADER_IMP_VERSIONS': "{'IMP_VERSION': '2.15.0', 'PMI_VERSION': '2.15.0'}", 0: 'ReplicaExchange_SwapSuccessRatio', 1: 'ReplicaExchange_MinTempFrequency', 2: 'ReplicaExchange_MaxTempFrequency', 3: 'ReplicaExchange_CurrentTemp', 4: 'score'} 
{0: '0', 1: '0', 2: '0', 3: '1.0', 4: 231938.2118737949} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 211361.39869309973} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 189071.46106240284} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 162227.93063737312} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 147176.45553675923} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 125140.06733226884} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 109724.28082852154} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 93924.77572644436} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 78223.37244320489} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 65066.21803985987} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 51953.41692853486} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 42328.77880628528} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 31276.85931054369} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 23202.420761269113} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 17044.246344811574} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 10575.71067784195} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 6192.932741245842} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 2755.9812409245883} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1586.544120808791} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 1270.3400088981853} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 881.046536152355} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 733.9789745988869} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 494.84028308633134} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 231.63575605649646} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 36.629367205202286} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 13.581480265674644} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 10.711652291615206} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 17.17765478487351} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 14.22720919717937} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 12.978786813435955} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 10.968565128558101} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 10.865790234601851} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 10.55326995816718} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 10.43280050133468} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 7.919725182954959} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 9.904653660552814} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 9.104780568156976} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 9.496124626357627} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 9.291934439292342} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 9.558053877013242} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 9.380828146322509} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 8.6631123132419} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 8.837128203245255} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 10.494412415647275} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 10.283108740612574} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 10.462886530523141} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 9.009024056525973} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 11.377357296029288} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 8.777586328633452} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 12.53973353220314} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 10.697144351495007} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 11.200520011478776} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 10.596225983618208} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 10.038400772733498} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 8.763590075019579} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 8.150986588154217} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 7.337983445582165} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 7.6204965209991276} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 7.614270282163763} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 6.835156855935299} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 8.139721088463507} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 6.279313790358083} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 9.592938002740446} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 7.572358673243114} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 6.69053924906797} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 7.010953249971195} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 7.368463590841637} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 7.026041692962215} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 5.875216912638401} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 5.632507436996455} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 5.411708182703197} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 6.365789721807991} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 5.61462224384546} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 5.582023086184344} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 7.457335855098179} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 6.247272660292023} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 5.742682499484741} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 6.73905519548833} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 7.655273503919742} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 5.962034886329528} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 5.467549719548857} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 5.841059346481396} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 6.546147180693049} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 6.616832790886671} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 7.93981445417401} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 11.075579962618049} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 6.5784587446055935} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 7.300232328997523} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 6.648030157343717} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 9.514193112557749} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 5.311750554192673} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 7.324686043203134} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 6.379322568400051} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 5.6759945877016476} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 6.419238325869993} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 7.745798194425861} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 6.805068153346636} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 6.467903826031041} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 7.237332546208559} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 6.883390348277399} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 7.567381281694448} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 6.442773151341681} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 9.148864815879026} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 6.943907273168412} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 8.804544801820771} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 7.79703065371733} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 10.015167684180268} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 12.561308792344459} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 14.74436826400221} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 11.666325388176997} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 7.260296618631692} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 11.950257520994636} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 8.061035915391827} 
{0: '0.0', 1: '1.0', 2: '0.0', 3: '1.0', 4: 9.244296679497262} 
